area,family,TaxonName,iNatTaxon,HJ_comment,FPNW_note,First_record_year,First_record_observer,First_Record_Institution_ID,First_Record_Collection_No,First_Record_Location,critical_comments,reviewed,review_status,annotation_status
saanich,Orobanchaceae,Castilleja miniata var. dixonii,Castilleja miniata dixonii,Open sea bluffs and exposed grassy beaches; possibly C. Miniata var. dixonii (Fernald) A. Nelson & J.F. Macbr.,,1896-05-16,J.R. Anderson,RBCM,V004327,Mondarte Island,Note: This occurrence is var. miniata TL,,remaining,remaining
saanich,Orobanchaceae,Castilleja victoriae,Castilleja victoriae,"Harling Point, Gonzales Point, Cattle Point, Ten Mile Point, Trial Island.",,1898-07-08,J.R. Anderson,RBCM,V004456,Victoria; Oak Bay,TL,,remaining,remaining
saanich,Orobanchaceae,Kopsiopsis hookeri,Kopsiopsis hookeri,"Parasitic on Gaultheria shallon; sporadic; West Saanich, Goldstream, and the Highland district.",,2009-06-02,I. Cruickshank,iNaturalist,68317640,Victoria,TL,,remaining,remaining
saanich,Orobanchaceae,Orthocarpus bracteosus,Orthocarpus bracteosus,"Moist, open meadows; sporadic in Victoria, Oak Bay, Elk Lake, and Sidney. Known recently only from Trial Island.",,1892-06,E.A. Shumway,WTU,WTU-V-076227,Location witheld COSEWIC Endangered, Note: WTU = Washington University,,remaining,remaining
saanich,Orobanchaceae,Rhinanthus minor ssp. groenlandicus,Rhinanthus groenlandicus,"Meadows and grassy fields; sporadic at Cedar Hill, Saanich, Langford and Sidney; circumboreal. Prob ssp groenlandicus (Chabert) Neum.",,1891-06,E.A. Shumway,WTU,WTU-V-070628,Victoria,Note: WTU = Washington University,,remaining,remaining
saanich,Orobanchaceae,Triphysaria pusilla,Triphysaria pusilla,"Moist places and lowlands; occasional in Victoria, Oak Bay, Royal Oak, and Sidney.",,1912-06-01,anonymous,UBC,V65025,"Victoria, Beacon Hill",TL,,remaining,remaining
saanich,Orobanchaceae,Triphysaria versicolor,Triphysaria versicolor,Shoreline Gordon Head to Harling Point restricted locations.,,1896-05-09,J.R. Anderson,RBCM,V004457,"Victoria, Beacon Hill",Note: Triphysaria pusilla ssp. versicolor = Triphysaria versicolor TL,,remaining,remaining
saanich,Oxalidaceae,Oxalis corniculata,Oxalis corniculata,Native of Europe; waste places; occasional weed throughout.,,2010-05-02,B.A. Bennett,BABY,BABY-07610,"Victoria, Oak Bay Marina","Note: BABY = B.A. Bennett Herbarium, Yukon",,remaining,remaining
saanich,Oxalidaceae,Oxalis dillenii,Oxalis dillenii,RTO Legislature grounds 1993.,Oxalis dillenii,1993-08-19,R.T. Ogilvie,RBCM,V161889,"Victoria, behind Legislature buildings",TL,,remaining,remaining
saanich,Oxalidaceae,Oxalis oregana,Oxalis oregana,"iNaturalist observations Victoria, Oak Bay Saanich, Mt Douglas Park, Cordova Bay, Brentwood Bay. No herbarium records for area found. Widely cultivated and possibly naturalizing.",,2013-03-31,FreckLes,iNaturalist,86660339,Victoria,TL,,remaining,remaining
saanich,Papaveraceae,Corydalis aurea,Corydalis aurea,"Rare; known only from Victoria, where it was collected by M. C. Melburn in 1958, possibly escaped from cultivation.",,1958,M.C. Melburn,FSP,p. 57,Victoria,Note: FSP = Flora of the Saanich Peninsula A.F. Szczawinski and A.S. Harrison 1972 TL,,remaining,remaining
saanich,Papaveraceae,Corydalis scouleri,Corydalis scouleri,"Moist, shady places; very rare; known only from Old West Saanich Road, where it was collected by M. C. Melburn in 1959. West side Vancouver Island normal range.",,1959,M.C. Melburn,FSP,p. 57,Old West Saanich Road,Note: FSP = Flora of the Saanich Peninsula A.F. Szczawinski and A.S. Harrison 1972 TL,,remaining,remaining
saanich,Papaveraceae,Dicentra formosa,Dicentra formosa,"Moist, shady woods; occasional throughout.",,1970-04-07,A.F. Szczawinski,UBC,V214333,Goldstream,TL,,remaining,remaining
saanich,Papaveraceae,Eschscholzia californica ssp. californica,Eschscholzia californica californica,"Roadsides and waste ground; very common in dry, open habitat throughout.",,1955-07-08,G.A. Mulligan,WTU,WTU: 167696,Victoria,TL,,remaining,remaining
saanich,Papaveraceae,Fumaria muralis,Fumaria muralis,Luft iNaturalist report Anderson Hill Park 2021. Naturalized?,,2020-04-24,J.Isaac,iNaturalist,43192179,"Camosum College, Saanich",TL,,remaining,remaining
saanich,Papaveraceae,Fumaria officinalis,Fumaria officinalis,Occasional weed of cultivated ground.,,2009-06-11,F. Lomer,UBC,V230575,"Saanich, St. George's Anglican Church",,,remaining,remaining
saanich,Papaveraceae,Meconella oregana,Meconella oregana,"Open ground; Mount Douglas, Thetis Lake Park, Mount Finlayson, and Todd Inlet; sporadic.",,1875-05-10,J.M. Macoun,CAN,CAN 59664,Cedar Hill,"Note: CAN = Canadian Museum of Nature Herbarium, Ottawa",,remaining,remaining
saanich,Papaveraceae,Papaver rhoeas,Papaver rhoeas,Native of Europe; escapee from cultivation; in waste places and old fields.,,1974-05-12,A.&O. Ceska,RBCM,V191073,Victoria; Gordon Head,TL,,remaining,remaining
saanich,Papaveraceae,Papaver somniferum,Papaver somniferum,Native of Europe; grown as an ornamental; occasional escapee from cultivation.,,2006-11-06,K. Marr,RBCM,V198269,"Langford: Atkins Avenue, 20 m W of E & N rail crossing",TL,,remaining,remaining
saanich,Phrymaceae,Erythranthe alsinoides,Erythranthe alsinoides,"Moist, open places, banks, and cliffs; widely distributed throughout.",,1912-03-06,J.K. Henry,UBC,V80444,Victoria,TL,,remaining,remaining
saanich,Phrymaceae,Erythranthe guttata,Erythranthe guttata,"H&C2018 Erythranthe synonyms for guttatus are guttata, grandis, sookensis and var depauperatus=microphylla without further division into subspecies or varieties. Wet places; commonly distributed throughout; a variable species with a number of infraspecific not well-defined taxa described.",,1912-06-01,J. Davidson,UBC,V80445,Brentwood Bay,TL,,remaining,remaining
saanich,Phrymaceae,Erythranthe microphylla,Erythranthe microphylla,MCM Thetis Lake 1954 reported as Mimulus guttatus var depauperatus.,,1899-04-30,J.R. Anderson,RBCM,V004428,Victoria: Beacon Hill,TL,,remaining,remaining
saanich,Phrymaceae,Erythranthe moschata,Erythranthe moschata,Wet ground; generally distributed throughout.,,1887-06-29,J.M. Macoun,NY,1245604,Langford Lake,Note: NY = The New York Botanical Garden Herbarium Recorded as synonym Mimulus moschatus TL,,remaining,remaining
saanich,Phrymaceae,Erythranthe nasuta,Erythranthe nasuta,"Benedict Observatory Hill 1991, Krajina Andersin Hill 1950, CFN Cedar Hill, Gonzales 1916 A&OC Joycelyn Hill 1989.",,1907-05-09,C.F. Newcombe,RBCM,V042592,Albert Head: near Victoria,TL,,remaining,remaining
saanich,Phrymaceae,Erythranthe sookensis,Erythranthe sookensis,"Copley Bear Mt 1988, A&OC Gowland-Todd Park 1993.",not in FPNW2,1922-05-14,G. Copley ,RBCM,V024197,Mount Finlayson,Note: Occurrence appears as synonym Mimulus sookensisTL,,remaining,remaining
saanich,Phrymaceae,Erythranthe tilingii,Erythranthe tilingii,Wet banks of streams; sporadic throughout.,,-,-,-,-,-,Note: Delete as no records were found for area of concern. TL,,remaining,remaining
saanich,Pinaceae,Abies amabilis,Abies amabilis,"Creek outflow at E end of Durrance Lake, Harrison 1968.",,1967-06--14,A.S. Harrison,QFA,QFA021927,"Brentwood, end of Grieg Rd.",Note: QFA = Herbier Louis-Marie (QFA) - Collection de plantes vasculaires Université Laval TL,"TL, AS",complete,remaining
saanich,Pinaceae,Abies grandis,Abies grandis,Lowlands; locally common.,,1921-08-05,F.W. Hunnewell,NY,NY00029332,Esquimalt,NY = New York Botanical Garden Herbarium TL,"AS, HR, TL",complete,remaining
saanich,Pinaceae,Picea sitchensis,Picea sitchensis,"Rare; sizeable trees known from Lost and Blenkinsop Lakes, Highland district, and the Sidney area. It is occasionally used as an ornamental, but on the peninsula it is especially susceptible to defoliation by red spider and to malformation by spruce gall. HLR reports previously abundant in wetlands now Mitchel Farms",,1938-12-07,G.A. Hardy,RBCM,V011326,Saanich; Lost Lake,TL,,remaining,remaining
saanich,Pinaceae,Pinus contorta var. contorta,Pinus contorta contorta,"Swamps and rocky places; Oak Bay, Lost Lake, Royal Oak, Sidney, and Langford areas; not very common.",,1880-07-20,G. Engelman,K,K000340685,Prospect Lake near Victoria,Note: K = Royal Botanic Garden Kew Herbarium TL,,remaining,remaining
saanich,Pinaceae,Pinus monticola,Pinus monticola,Rare; restricted to the Saanichton and Sidney areas; recorded from Victoria in 1937 by V. E. L. Goddard; strongly susceptible to white pine blister rust.,,1937,V.E.L. Goddard,FSP,p. 25,Victoria,Note: FSP = Flora of the Saanich Peninsula A.F. Szczawinski and A.S. Harrison TL,,remaining,remaining
saanich,Pinaceae,Pseudotsuga menziesii,Pseudotsuga menziesii menziesii,"Moist to dry areas; generally distributed throughout the forested areas; very common, and the top-ranking tree in the economy of British Columbia. Named for Archibald Menzies (1754-1842), a Scottish physician, who discovered it in 1791 at Nootka Sound on Vancouver Island.",,1899-04-22,J.R. Anderson,RBCM,V000297,"Gonzales Point, Victoria",Notes: coastal forms are P. menziesii var. menziesii. NY = New York Botanical Garden Herbarium TL,,remaining,remaining
saanich,Pinaceae,Tsuga heterophylla,Tsuga heterophylla,"Wet, shady habitats; occasional; frequent in Sannichton, Deep Cove, and Goldstream area; tolerant of deep shade.",,1913-05-15,J.M. Macoun,RBCM,V000325,Saanichton,TL,,remaining,remaining
saanich,Plantaginaceae,Callitriche heterophylla var. bolanderi,Callitriche heterophylla bolanderi,"In ponds and pools; Langford, Goldstream, and the Highland districts.",,1979-07-05,P. Warrington,RBCM,V175119,Saanich; John Dean Park pond.,TL,,remaining,remaining
saanich,Plantaginaceae,Callitriche marginata,Callitriche marginata,AC Uplands Park 1991. also TCB 1991. FL location? 2009.,,1976-05-06,A. Ceska,RBCM,V183087,"Oak Bay, Uplands",TL,,remaining,remaining
saanich,Plantaginaceae,Callitriche palustris,Callitriche palustris,"TMCT Saanich 1941. A&OC Interurban Road, flats behind Camosun College 1976.",,1976-07-15,A.&O. Ceska,RBCM,V184838,"Victoria: Interurban Road, flats behind Camosun College",TL,,remaining,remaining
saanich,Plantaginaceae,Callitriche stagnalis,Callitriche stagnalis,Marr 2007 Colwood Corners; East side of the road. McGhee Swan Creek Park iNaturalist observation Dec 2020. SeveraliNaturalist observations for area.,,1990-09-03,T.C. Brayshaw,RBCM,V149948,Victoria; Oak Bay: Uplands Park,TL,,remaining,remaining
saanich,Plantaginaceae,Collinsia grandiflora,Collinsia grandiflora,"Widely distributed on a variety of open, seasonally wet habitats.",,probably 1913,W. Taylor,UBC,V242502,Victoria,TL,,remaining,remaining
saanich,Plantaginaceae,Collinsia parviflora,Collinsia parviflora,"Widely distributed on a variety of open, seasonally wet habitats.",,1913-04-11,W. Taylor,UBC,V038151,Cadboro Bay,TL,,remaining,remaining
saanich,Plantaginaceae,Digitalis purpurea,Digitalis purpurea,Native of Europe; well established along roadsides and waste places throughout.,,2007-06-19,K. Marr,RBCM,V197366,Langford: Intersection of Veterans Memorial Parkway and Sooke Road; SW corner,TL,,remaining,remaining
saanich,Plantaginaceae,Gratiola ebracteata,Gratiola ebracteata,"Muddy shores, wet places; rare; Gonzales and Oak Bay.",,1908-05-26,J.M. Macoun,CM,CM119566,Victoria,"Note: CM = Carnegie Museum of Natural History Herbarium, Pittsburg. TL",,remaining,remaining
saanich,Plantaginaceae,Gratiola neglecta,Gratiola neglecta,Rare; known from the Esquimalt district only.,,1972,-,FSP,p.87,Esquimalt,FSP = Flora of the Saanich Peninsula A.F. Szczawinski and A.S. Harrison 1972 TL,,remaining,remaining
saanich,Plantaginaceae,Gratiola virginiana,Gratiola virginiana,Listed in Henry's Flora as occurring in Victoria; specimen not examined; C. virginiana is typically an eastern species and is sometimes confused with G. neglecta. No BC records found.,not in FPNW2,,,,,,,,remaining,remaining
saanich,Plantaginaceae,Hippuris vulgaris,Hippuris vulgaris,"Native of Eurasia; ponds and shallow water of lakes, early collections came mainly from Elk and Beaver Lakes; occasional throughout in suitable habitats.",,1977-07-03,A.&O. Ceska,RBCM,V170012,Metchosin: end of Taylor Road,TL,,remaining,remaining
saanich,Plantaginaceae,Kickxia elatine,Kickxia elatine,"Native of Europe; locally established in Saanichton, Lost Lake, and Thetis Lake Park. Marr Saanich Community Church 2007, FL roadside, Marina Way, Sidney 2002.",,1989-07-19,R.T. Ogilvie,RBCM,V162616,Royal British Columbia Museum; Native Plant Garden. TL,,,remaining,remaining
saanich,Plantaginaceae,Linaria dalmatica,Linaria dalmatica,"Native of Europe; roadsides and disturbed places; most common in Prospect Lake and Saanichton; spreading to other areas. Marr Todd Inlet, Island view Beach 2007",,2006-06-12,B.A. Bennett,BABY,BABY - 05589,"Sidney, Island View Beach Provincial Park",BABY = Bruce A. Bennett (Herbarium) Yukon. TL,,remaining,remaining
saanich,Plantaginaceae,Linaria purpurea,Linaria purpurea,Native of Europe; an occasional escapee. Marr Hartland landfill 2007.,,1971-11-01,F. Comte,WTU,WTU: 327521,"Duart Road, Saanich", TL,,remaining,remaining
saanich,Plantaginaceae,Linaria vulgaris,Linaria vulgaris,Native of Europe; roadsides and waste places; naturalized and widely distributed throughout.,,2019-01-19,awworld,iNaturalist,19736559,"130 Medana St., Victoria",TL,,remaining,remaining
saanich,Plantaginaceae,Nothochelone nemorosa,Nothochelone nemorosa,Open woods; rare; restricted to Goldstream and Saanich Arm.,,1937-07-25,E. Cook,RBCM,V010561,Saanich; Maltby Lake,TL,,remaining,remaining
saanich,Plantaginaceae,Nuttallanthus texanus,Nuttallanthus texanus,"Sandy soil; limited to the Esquimalt district. HLR Mount McDonald, Langford; W of access road 1996.",,1996-06-20,H. Roemer,RBCM,V168042,"Mount McDonald: W of access road, within H. Roemer plot #963425",TL,,remaining,remaining
saanich,Plantaginaceae,Plantago coronopus,Plantago coronopus,"Starzomski iNaturalist observation Great Chain Island 2021. Appears well established. McGhee Trafalgar Park, Oak Bay iNaturalist observation 2021. Only herbarium record nearby MCM Ladysmith 1965.",,2021-01-23,B. Starzomski,iNaturalist,68529513,Victoria,TL,,remaining,remaining
saanich,Plantaginaceae,Plantago elongata,Plantago elongata,"ocky places along the Coast; common at Victoria, Ten Mile Point, Telegraph Bay, and Sidney; locally very abundant.",,1887-05-30,J.M. Macoun,NY,NY 278413,Gordon Head,Note: NY = New York Botanical Garden Herbarium. Found under synonym Plantago bigelovii TL,,remaining,remaining
saanich,Plantaginaceae,Plantago lanceolata,Plantago lanceolata,Native of Europe; an abundant weed in lawns and waste ground throughout.,,1912-07-08,J.K. Henry,UBC,V052091,Victoria,TL,,remaining,remaining
saanich,Plantaginaceae,Plantago major,Plantago major,"Native of Europe; a weed of roadsides, lawns, and other disturbed sites; locally very abundant.",,1905-08-03,C.H. Shaw,CM,CM153756,Goldstream,"Note: CM = Carnegie Museum of Natural History Herbarium. Pittsburg, Pennsylvania TL.",,remaining,remaining
saanich,Plantaginaceae,Plantago maritima,Plantago maritima,"Banks, cliffs, and salt marshes; common along the Coast.",,1913-06-12,W. Taylor,UBC,V052097,Victoria,TL,,remaining,remaining
saanich,Plantaginaceae,Veronica americana,Veronica americana,Wet and swampy ground; widely distributed throughout. Similar to V. anagallis-aquatica and V. catenata. Recheck collection of V. c. for Saanich at V.,,1939-06-12,J.W. Eastham,UBC,V029694,Goldstream,Note: This record appears as synonym Veronica beccabunga var. americana Raf. = Veronica americana (Raf.) Schwein. ex Benth. TL  ,,,remaining
saanich,Plantaginaceae,Veronica arvensis,Veronica arvensis,Native of Eurasia; an aggressive weed in fields and gardens.,,1912-05-01,J. Davidson,UBC,V080705,"Victoria, Beacon Hill Park",TL,,remaining,remaining
saanich,Plantaginaceae,Veronica chamaedrys,Veronica chamaedrys,FL Beacon Hill Park 2007. Starzomski Uvic 2020 iNaturalist report.,,2007-05-07,F. Lomer,UBC,V233455,"Victoria, Beacon Hill Park, south of Goodacre Lake, east of Douglas Street. TL",,,remaining,remaining
saanich,Plantaginaceae,Veronica filiformis,Veronica filiformis,Native of Asia; introduced in Royal Oak and Saanichton.,,1979-04-10,A.&O. Ceska,RBCM,V157982,Victoria; Oak Bay: Uplands,TL,,remaining,remaining
saanich,Plantaginaceae,Veronica hederifolia,Veronica hederifolia,"FL Dominion Brook Park, Sidney 2005. Straka Moss Rock Park 2019 iNaturalist observation.",,2005-04-20,F. Lomer,UBC,V233240,"District of North Saanich, Dominion Brook Park, near covered picnic tables.","""Collected in 1970 by M.C. Melburn at Saanich Experimental Station (V). Brook Park is in the old public garden of the Saanich Experimental  Station; apparently the only established site for this species in BC."" FL",,remaining,remaining
saanich,Plantaginaceae,Veronica officinalis,Veronica officinalis,Native of Europe; roadsides and disturbed fields; weedy and sporadic throughout.,,2022-03-19,Erin Springinotic,iNaturalist,109716551,Victoria,TL,,remaining,remaining
saanich,Plantaginaceae,Veronica peregrina var. xalapensis,Veronica peregrina xalapensis,"Wet, open ground; widely distributed in Victoria, Lost Lake, and Sidney.",,1912-05-19,J.K. Henry,UBC,V029730,Saanich: Cedar Hill,TL,,remaining,remaining
